date,voltage,arus,power,energy,frequency,powerfactor
4/4/2021,224,0.11,13,11.18,49.9,0.52
4/4/2021,229.2,0.11,12.4,11.18,50,0.5
4/4/2021,229.8,0.11,12.2,11.18,50,0.49
4/4/2021,235.3,0.12,12.3,11.19,49.9,0.45
4/4/2021,225.9,0.11,12.4,11.19,50,0.51
4/4/2021,231.1,0.13,17.3,11.19,49.9,0.56
4/4/2021,229.8,0.12,13.8,11.2,50,0.49
4/4/2021,239.7,0.12,12.4,11.2,50,0.43
4/5/2021,234.2,0.12,11.9,11.21,50,0.43
4/5/2021,227.9,0.12,12.5,11.21,49.9,0.46
4/5/2021,226.6,0.12,12,11.21,50,0.46
4/5/2021,231,0.12,12.3,11.21,50,0.44
4/5/2021,234.8,0.12,12.1,11.22,50,0.43
4/5/2021,233.1,0.13,13.6,11.22,49.9,0.46
4/5/2021,231.1,0.12,11.9,11.22,50,0.44
4/5/2021,239.9,0.17,21.9,11.23,50,0.55
4/5/2021,233.4,0.13,13.7,11.23,50,0.44
4/5/2021,232.4,0.12,12.6,11.23,49.9,0.44
4/5/2021,238,0.12,12.2,11.24,50,0.42
4/5/2021,235.3,0.13,13.1,11.24,49.9,0.43
4/5/2021,232.8,0.13,13.6,11.25,50,0.44
4/5/2021,232.5,0.12,12.1,11.25,49.9,0.44
4/5/2021,233.8,0.12,11.9,11.25,50,0.42
4/5/2021,230.4,0.12,11.8,11.26,50,0.43
4/5/2021,231.3,0.12,12.1,11.26,49.9,0.43
4/5/2021,224,0.13,12.4,11.26,50,0.44
4/5/2021,226.1,0.13,12.6,11.27,50,0.44
4/5/2021,222.8,0.12,12.1,11.27,50,0.45
4/5/2021,228.5,0.12,11.8,11.27,50,0.45
4/5/2021,219,0.12,11.7,11.28,50,0.46
4/5/2021,218.3,0.12,11.9,11.28,50,0.46
4/5/2021,217.9,0.12,12.1,11.28,50,0.47
4/5/2021,219.4,0.12,12.1,11.29,50,0.45
4/5/2021,230.6,0.13,12.8,11.29,50,0.44
4/5/2021,224.8,0.13,14,11.29,50,0.47
4/5/2021,230.1,0.12,12.4,11.3,50,0.46
4/5/2021,221.7,0.12,12.3,11.3,49.9,0.48
4/5/2021,218.1,0.12,13.1,11.3,50,0.49
4/5/2021,218.9,0.12,12.1,11.31,50,0.47
4/5/2021,216.5,0.12,11.9,11.31,50,0.47
4/5/2021,216,0.13,13,11.31,50,0.48
4/5/2021,208.7,0.13,12.6,11.32,50,0.48
4/5/2021,223.8,0.13,14.4,11.32,50,0.48
4/5/2021,195.4,0.12,11.8,11.32,50,0.52
4/5/2021,189.2,0.13,14.4,11.33,50,0.59
4/5/2021,205.8,0.12,12.9,11.33,50,0.55
4/5/2021,220.9,0.11,12.2,11.33,49.9,0.52
4/5/2021,235,0.11,13,11.34,49.9,0.5
4/5/2021,221.7,0.12,13.7,11.34,49.9,0.51
4/5/2021,219,0.12,12.3,11.34,50,0.48
4/5/2021,236.1,0.11,12.3,11.35,50,0.49
4/5/2021,218.2,0.11,12.4,11.35,50,0.52
4/5/2021,223.4,0.12,13.4,11.35,50,0.48
4/5/2021,229.2,0.13,14.8,11.36,49.9,0.5
4/5/2021,239.6,0.12,12.9,11.36,49.9,0.46
4/5/2021,235,0.13,15.4,11.37,49.9,0.49
4/5/2021,233.2,0.11,13.2,11.37,50,0.5
4/5/2021,225,0.11,12.2,11.37,49.9,0.51
4/5/2021,233.1,0.11,12.4,11.38,50,0.49
4/5/2021,229,0.11,12.2,11.38,49.9,0.48
4/5/2021,236.9,0.11,12.9,11.38,50,0.51
4/5/2021,217.1,0.12,13.8,11.38,50,0.53
4/5/2021,220.9,0.12,12.7,11.39,50,0.5
4/5/2021,223.8,0.11,12.7,11.39,50,0.52
4/5/2021,224.6,0.11,12.5,11.4,50,0.52
4/5/2021,225.6,0.13,14.6,11.4,49.9,0.52
4/5/2021,222.2,0.12,12.2,11.4,50,0.48
4/5/2021,219.7,0.11,12.6,11.41,50,0.51
4/5/2021,221.5,0.12,12.7,11.41,50,0.49
4/5/2021,210.4,0.13,14.4,11.41,50,0.53
4/5/2021,222.4,0.12,12.4,11.42,50,0.48
4/5/2021,225.5,0.11,12.4,11.42,50,0.51
4/5/2021,213.5,0.11,12.1,11.42,50,0.51
4/5/2021,205.4,0.12,13.7,11.43,50,0.57
4/5/2021,208.4,0.12,12.6,11.43,50,0.51
4/5/2021,214,0.12,13.7,11.43,50,0.54
4/5/2021,214.4,0.11,12.1,11.44,50,0.52
4/5/2021,230,0.11,14,11.44,50,0.53
4/5/2021,218.6,0.1,12.2,11.44,50,0.54
4/5/2021,212.6,0.11,12.2,11.45,49.9,0.53
4/5/2021,221.1,0.1,12.3,11.45,50,0.53
4/5/2021,226.9,0.11,13.1,11.46,50,0.52
4/5/2021,223.6,0.11,12.6,11.46,49.9,0.52
4/5/2021,221,0.11,12.3,11.46,49.9,0.5
4/5/2021,221.5,0.11,12.3,11.46,49.9,0.51
4/5/2021,223.2,0.11,13.2,11.47,49.9,0.54
4/5/2021,219.9,0.1,12.2,11.47,49.9,0.54
4/5/2021,222.7,0.11,12.9,11.47,50,0.52
4/5/2021,230.9,0.12,12.9,11.48,50,0.48
4/5/2021,224,0.11,12.7,11.48,50.2,0.51
4/5/2021,229,0.11,12.3,11.49,50,0.51
4/5/2021,232.2,0.11,12.6,11.49,50,0.51
4/5/2021,228.8,0.12,14.4,11.49,50,0.53
4/5/2021,227.3,0.12,13.9,11.5,50,0.51
4/5/2021,226.8,0.13,16.4,11.5,50,0.56
4/5/2021,227.2,0.13,15.7,11.5,50,0.54
4/5/2021,223.2,0.14,16.7,11.51,50,0.55
4/5/2021,223.3,0.14,17,11.51,49.9,0.55
4/5/2021,233,0.13,16.3,11.51,49.9,0.55
4/6/2021,227.9,0.13,16.3,11.52,50,0.54
4/6/2021,231.1,0.14,16.8,11.52,49.9,0.52
4/6/2021,228.5,0.15,17.6,11.52,50,0.52
4/6/2021,227.2,0.14,17.7,11.53,49.9,0.54
4/6/2021,230.9,0.14,16.4,11.53,49.9,0.52
4/6/2021,227.2,0.14,16.4,11.53,50,0.51
4/6/2021,230.9,0.15,16.3,11.54,49.9,0.49
4/6/2021,227.7,0.14,16.6,11.54,49.9,0.51
4/6/2021,227.2,0.14,16.4,11.54,49.9,0.52
4/6/2021,232.7,0.15,16.5,11.55,50,0.48
4/6/2021,226.9,0.14,16.6,11.55,50,0.51
4/6/2021,228.3,0.14,16.2,11.55,50,0.5
4/6/2021,230.8,0.14,16.3,11.56,49.9,0.49
4/6/2021,230.4,0.14,16.2,11.56,49.9,0.49
4/6/2021,232.2,0.15,16.7,11.56,49.9,0.48
4/6/2021,226.9,0.15,17.1,11.57,49.9,0.5
4/6/2021,224.6,0.15,16.6,11.57,50,0.5
4/6/2021,221.3,0.15,16.4,11.57,49.9,0.5
4/6/2021,229.1,0.15,16.4,11.58,50,0.48
4/6/2021,230.6,0.17,19.8,11.58,49.9,0.51
4/6/2021,228.4,0.15,17.6,11.59,50,0.5
4/6/2021,215.1,0.15,16.4,11.59,50,0.51
4/6/2021,219.5,0.15,16.4,11.59,49.9,0.51
4/6/2021,227.4,0.15,17.3,11.6,49.9,0.51
4/6/2021,217.2,0.15,16.7,11.6,49.9,0.52
4/6/2021,219.8,0.14,16.4,11.6,50,0.52
4/6/2021,216.7,0.14,16.1,11.61,50,0.52
4/6/2021,224.4,0.15,16.9,11.61,50,0.51
4/6/2021,220.2,0.14,16.4,11.61,50,0.52
4/6/2021,227.9,0.14,17.1,11.62,50,0.52
4/6/2021,226,0.15,16.4,11.62,50,0.5
4/6/2021,213,0.15,16.7,11.62,50,0.51
4/6/2021,211.6,0.15,16,11.63,49.9,0.52
4/6/2021,212.5,0.14,16.5,11.63,50,0.55
4/6/2021,210.6,0.14,16.2,11.63,50,0.53
4/6/2021,215.2,0.15,17.2,11.64,49.9,0.54
4/6/2021,216.2,0.15,16.4,11.64,49.9,0.52
4/6/2021,231.2,0.14,16.6,11.64,50,0.52
4/6/2021,224,0.13,16.3,11.65,50,0.56
4/6/2021,216.3,0.14,16.2,11.65,50,0.52
4/6/2021,220.3,0.13,16.2,11.65,49.9,0.57
4/6/2021,230.6,0.13,16.1,11.66,49.9,0.56
4/6/2021,217,0.14,16.5,11.66,50,0.54
4/6/2021,230.3,0.15,19.2,11.66,50,0.57
4/6/2021,224.6,0.12,13.2,11.67,50,0.48
4/6/2021,218.4,0.11,12.1,11.67,49.9,0.49
4/6/2021,231.5,0.12,12.6,11.68,50,0.46
4/6/2021,223.6,0.14,18.8,11.68,49.9,0.59
4/6/2021,224.6,0.12,13.4,11.68,49.9,0.5
4/6/2021,222.3,0.14,16.7,11.69,50,0.53
4/6/2021,219,0.13,14.7,11.69,50,0.52
4/6/2021,223.7,0.11,11.9,11.69,49.9,0.47
4/6/2021,219.3,0.11,11.7,11.7,49.9,0.49
4/6/2021,223.7,0.11,13.4,11.7,50,0.53
4/6/2021,211.9,0.11,11.8,11.7,50,0.52
4/6/2021,225.3,0.12,12.3,11.71,50,0.47
4/6/2021,222.5,0.11,11.7,11.71,50,0.46
4/6/2021,222,0.11,11.8,11.71,49.9,0.47
4/6/2021,226.1,0.11,12.3,11.72,50,0.48
4/6/2021,222.2,0.11,11.9,11.72,50,0.5
4/6/2021,219.3,0.12,12.2,11.72,50,0.48
4/6/2021,221.5,0.11,12.3,11.73,50,0.5
4/6/2021,214.2,0.12,12.2,11.73,50,0.48
4/6/2021,217.2,0.12,13.1,11.73,50,0.49
4/6/2021,217.3,0.11,11.8,11.74,50,0.48
4/6/2021,211.6,0.12,11.5,11.74,50,0.47
4/6/2021,221.7,0.12,13.2,11.74,50,0.49
4/6/2021,218.5,0.13,14.5,11.75,50,0.51
4/6/2021,209.2,0.11,11.8,11.75,50,0.5
4/6/2021,210.9,0.11,11.5,11.75,50,0.5
4/6/2021,210.8,0.11,11.6,11.76,50,0.5
4/6/2021,216.1,0.12,14.5,11.76,50,0.55
4/6/2021,215.3,0.13,15.8,11.76,50,0.59
4/6/2021,227.5,0.13,16.2,11.77,50,0.55
4/6/2021,223.7,0.14,17.2,11.77,50,0.55
4/6/2021,226,0.13,15.9,11.77,50,0.54
4/6/2021,228.1,0.12,16,11.78,50,0.57
4/6/2021,215.2,0.13,16,11.78,50,0.59
4/6/2021,222.3,0.12,15.8,11.78,50,0.58
4/6/2021,221.1,0.12,15.8,11.79,50,0.59
4/6/2021,224.5,0.13,16.1,11.79,50,0.57
4/6/2021,211.5,0.13,15.9,11.79,50,0.57
4/6/2021,223.9,0.13,16.1,11.8,50,0.56
4/6/2021,228.5,0.13,16.3,11.8,50,0.53
4/6/2021,226.2,0.13,16.3,11.8,50,0.55
4/6/2021,226.8,0.13,16.5,11.81,49.9,0.55
4/6/2021,227.3,0.13,15.8,11.81,50,0.52
4/6/2021,220.1,0.13,15.7,11.81,49.9,0.54
4/6/2021,223,0.13,16,11.82,50,0.54
4/6/2021,228.4,0.13,16.2,11.82,49.9,0.53
4/6/2021,227.2,0.14,16.8,11.82,50,0.54
4/6/2021,226.1,0.15,17.9,11.83,50,0.53
4/6/2021,225.7,0.14,16.1,11.83,50,0.52
4/6/2021,221.7,0.14,16,11.83,49.9,0.52
4/6/2021,221.4,0.14,15.8,11.84,50,0.51
4/7/2021,226.4,0.14,16.3,11.84,50,0.51
4/7/2021,225.1,0.14,16.2,11.84,50,0.5
4/7/2021,228.1,0.14,16.3,11.85,50,0.5
4/7/2021,227.4,0.14,16,11.85,49.9,0.51
4/7/2021,231.6,0.14,16.2,11.85,50,0.49
4/7/2021,230.4,0.14,16.1,11.86,50,0.49
4/7/2021,232.8,0.15,16.6,11.86,50,0.49
4/7/2021,233.6,0.15,16.2,11.86,50,0.47
4/7/2021,228.5,0.15,16,11.87,50,0.47
4/7/2021,225.2,0.16,16.3,11.87,49.9,0.47
4/7/2021,229.3,0.15,15.8,11.87,50,0.46
4/7/2021,230.3,0.15,16.3,11.88,50,0.46
4/7/2021,226.4,0.15,15.9,11.88,49.9,0.48
4/7/2021,222.9,0.14,15.5,11.88,50,0.5
4/7/2021,220.1,0.12,11.7,11.88,50,0.45
4/7/2021,227.3,0.12,12.1,11.89,50,0.45
4/7/2021,214.7,0.12,12.7,11.89,50,0.48
4/7/2021,214.1,0.12,12.2,11.89,50,0.47
4/7/2021,222.4,0.12,12.6,11.9,50,0.48
4/7/2021,224.2,0.12,12.3,11.9,49.9,0.46
4/7/2021,216.9,0.12,12.6,11.9,50,0.48
4/7/2021,220.9,0.16,20.5,11.91,50,0.57
4/7/2021,212.5,0.12,11.7,11.91,49.9,0.47
4/7/2021,226.8,0.14,15.3,11.92,50,0.5
4/7/2021,221.8,0.14,15.5,11.92,50,0.51
4/7/2021,223.8,0.11,12.6,11.92,50,0.51
4/7/2021,236.9,0.11,13,11.93,50,0.49
4/7/2021,226.6,0.11,13,11.93,50,0.5
4/7/2021,228.8,0.12,13.7,11.93,50,0.49
4/7/2021,226.3,0.12,12.9,11.94,50,0.47
4/7/2021,229.6,0.12,13.3,11.94,49.9,0.48
4/7/2021,223.6,0.11,12.2,11.94,49.9,0.48
4/7/2021,225.5,0.11,11.8,11.95,49.9,0.48
4/7/2021,224.5,0.11,11.9,11.95,50,0.5
4/7/2021,218.3,0.11,11.9,11.95,49.9,0.51
4/7/2021,217.8,0.11,11.7,11.96,50,0.51
4/7/2021,223.2,0.11,14,11.96,50,0.56
4/7/2021,227.9,0.11,13.8,11.96,50,0.55
4/7/2021,222.5,0.1,12.1,11.97,50,0.54
4/7/2021,223.9,0.11,12.8,11.97,50,0.54
4/7/2021,224.5,0.1,11.8,11.97,50,0.52
4/7/2021,233.3,0.11,12.1,11.98,50,0.48
4/7/2021,228.7,0.11,12.3,11.98,50,0.49
4/7/2021,229.7,0.13,16.6,11.98,50,0.55
4/7/2021,225.2,0.13,15.9,11.99,50.1,0.56
4/7/2021,230.1,0.13,16.1,11.99,50,0.55
4/7/2021,223.9,0.15,18.2,11.99,49.9,0.55
4/7/2021,227.3,0.14,16.4,12,49.9,0.53
4/7/2021,228.4,0.14,16.2,12,50,0.51
4/8/2021,226.2,0.14,16.2,12,49.9,0.52
4/8/2021,227.4,0.13,14.5,12.01,49.9,0.49
4/8/2021,229.8,0.14,16,12.01,49.9,0.49
4/8/2021,228.1,0.11,11.9,12.01,49.9,0.46
4/8/2021,224.7,0.12,12.1,12.02,50,0.46
4/8/2021,228.9,0.12,12.4,12.02,50,0.46
4/8/2021,229.2,0.12,12.2,12.02,50,0.45
4/8/2021,231.7,0.12,12.4,12.03,50,0.45
4/8/2021,234.2,0.12,12.1,12.03,50,0.44
4/8/2021,232.1,0.12,12.1,12.03,50,0.44
4/8/2021,230.3,0.12,11.8,12.04,49.9,0.44
4/8/2021,226,0.12,12.2,12.04,49.9,0.45
4/8/2021,233,0.12,12.4,12.04,49.9,0.44
4/8/2021,232.6,0.12,12.5,12.05,50,0.43
4/8/2021,221.9,0.13,12.4,12.05,50,0.45
4/8/2021,222.1,0.12,11.8,12.05,50,0.45
4/8/2021,220.6,0.12,12,12.06,49.9,0.46
4/8/2021,227,0.12,12.9,12.06,49.9,0.47
4/8/2021,226.1,0.12,12.8,12.06,49.9,0.46
4/8/2021,223.6,0.12,12.8,12.07,49.9,0.47
4/8/2021,226,0.13,13.5,12.07,49.9,0.46
4/8/2021,222.5,0.12,11.8,12.07,50,0.45
4/8/2021,218.6,0.12,12,12.08,50,0.46
4/8/2021,217.7,0.13,13.4,12.08,50,0.47
4/8/2021,220.5,0.12,12.6,12.08,50,0.46
4/8/2021,219.3,0.12,13.2,12.09,50,0.49
4/8/2021,224.4,0.12,12.2,12.09,50,0.47
4/8/2021,225.5,0.11,12.2,12.09,49.9,0.47
4/8/2021,230.8,0.11,11.9,12.1,50,0.46
4/8/2021,223.2,0.12,12.2,12.1,49.9,0.48
4/8/2021,225.5,0.12,11.9,12.1,50,0.45
4/8/2021,224.7,0.12,11.8,12.11,49.8,0.45
4/8/2021,219.1,0.12,12.3,12.11,49.9,0.45
4/8/2021,217,0.12,12.3,12.11,49.9,0.47
4/8/2021,219.4,0.12,12.3,12.12,49.9,0.46
4/8/2021,217.6,0.12,12.3,12.12,49.9,0.48
4/8/2021,221.2,0.12,11.9,12.12,50,0.47
4/8/2021,218.7,0.12,12.4,12.13,50,0.47
4/8/2021,211.1,0.12,11.8,12.13,50,0.49
4/8/2021,219.8,0.11,12.2,12.13,49.9,0.51
4/8/2021,223.7,0.12,13.9,12.14,50,0.52
4/8/2021,220.8,0.11,12.7,12.14,50,0.53
4/8/2021,212.6,0.12,11.8,12.14,50,0.47
4/8/2021,215.7,0.12,12.9,12.15,49.9,0.48
4/8/2021,223.3,0.11,11.8,12.15,50,0.47
4/8/2021,224.4,0.11,12.2,12.15,50,0.49
4/8/2021,218.9,0.12,13.8,12.16,50,0.53
4/8/2021,205.6,0.12,12,12.16,50,0.5
4/8/2021,219.1,0.11,12,12.16,50,0.52
4/8/2021,221.1,0.11,13.4,12.17,49.9,0.54
4/8/2021,206.7,0.12,11.6,12.17,50,0.49
4/8/2021,202.6,0.11,11.7,12.17,50,0.51
4/8/2021,214.8,0.11,12.1,12.18,50,0.51
4/8/2021,216.3,0.11,12.1,12.18,50,0.53
4/8/2021,215.9,0.11,12,12.18,50,0.51
4/8/2021,211.5,0.11,11.8,12.19,50,0.52
4/8/2021,212.5,0.11,11.9,12.19,49.9,0.51
4/8/2021,216.8,0.11,12.8,12.19,50,0.53
4/8/2021,217.2,0.11,11.7,12.2,50,0.49
4/8/2021,213.6,0.12,12.2,12.2,50,0.49
4/8/2021,205.2,0.12,12.3,12.2,50,0.5
4/8/2021,218.6,0.12,14.4,12.21,49.9,0.55
4/8/2021,214.5,0.12,12.7,12.21,49.9,0.49
4/8/2021,216.5,0.11,12,12.21,50,0.49
4/8/2021,207,0.12,13,12.22,49.9,0.52
4/8/2021,209.4,0.12,13,12.22,50,0.52
4/8/2021,221.9,0.13,16.7,12.22,50,0.58
4/8/2021,216.4,0.12,12.6,12.23,50,0.49
4/8/2021,212.3,0.12,12.7,12.23,50,0.5
4/8/2021,208.3,0.11,12.2,12.23,49.9,0.53
4/8/2021,209.1,0.11,12.1,12.24,50,0.51
4/8/2021,207,0.11,12.1,12.24,50,0.52
4/8/2021,206.3,0.12,12.8,12.24,50,0.54
4/8/2021,222.2,0.12,12.4,12.25,50,0.48
4/8/2021,228.4,0.11,12.8,12.25,50,0.52
4/8/2021,219.1,0.11,12.9,12.25,49.9,0.52
4/8/2021,211.9,0.11,12,12.26,49.9,0.51
4/8/2021,220.3,0.11,12.1,12.26,50,0.5
4/8/2021,216.7,0.11,13.5,12.26,49.9,0.55
4/8/2021,222.7,0.11,12.1,12.27,50,0.51
4/8/2021,215,0.1,11.9,12.27,50,0.54
4/8/2021,208.7,0.11,11.9,12.27,50,0.54
4/8/2021,222.4,0.1,11.9,12.28,49.9,0.53
4/8/2021,226.6,0.1,11.8,12.28,49.9,0.52
4/8/2021,221,0.11,11.7,12.28,49.9,0.5
4/8/2021,220.4,0.1,11.7,12.29,50.1,0.51
4/8/2021,228.7,0.11,12.2,12.29,49.9,0.48
4/8/2021,229.7,0.12,13.3,12.29,50,0.5
4/8/2021,223.3,0.11,12,12.3,49.9,0.5
4/8/2021,221.2,0.12,13.1,12.3,50,0.5
4/8/2021,224.7,0.12,12.5,12.3,50,0.48
4/8/2021,228,0.14,16.9,12.31,50,0.53
4/8/2021,225.8,0.11,12.4,12.31,49.9,0.48
4/8/2021,227.6,0.12,12.3,12.31,50,0.47
4/8/2021,224.6,0.12,12.7,12.32,50,0.48
4/8/2021,222.6,0.12,11.7,12.32,50,0.45
4/8/2021,222,0.12,11.7,12.32,50,0.45
4/9/2021,220.9,0.12,12,12.33,49.9,0.46
4/9/2021,224.7,0.12,12.4,12.33,50,0.46
4/9/2021,229,0.12,12.3,12.34,50,0.45
4/9/2021,225.9,0.12,12.6,12.34,49.9,0.46
4/9/2021,228.5,0.12,11.8,12.34,50,0.43
4/9/2021,224.2,0.12,11.7,12.35,50,0.45
4/9/2021,229.3,0.12,11.9,12.35,50,0.44
4/9/2021,228,0.12,12.1,12.35,50,0.44
4/9/2021,222.6,0.12,12.2,12.36,50,0.46
4/9/2021,229.9,0.12,12.6,12.36,50,0.44
4/9/2021,232,0.13,12.4,12.36,50,0.43
4/9/2021,229.5,0.12,12,12.37,50,0.44
4/9/2021,226.8,0.12,12.1,12.37,50,0.44
4/9/2021,227.6,0.12,12.4,12.37,50,0.45
4/9/2021,224.4,0.12,11.7,12.38,50,0.45
4/9/2021,222.7,0.12,12.4,12.38,49.9,0.45
4/9/2021,223.7,0.12,12,12.38,50,0.45
4/9/2021,224.3,0.12,11.8,12.38,50.1,0.45
4/9/2021,224.2,0.14,15.3,12.39,50,0.48
4/9/2021,221.3,0.13,13.4,12.39,49.9,0.46
4/9/2021,216.8,0.12,12.1,12.39,50,0.46
4/9/2021,208.2,0.13,11.9,12.4,50,0.45
4/9/2021,216.6,0.12,12.2,12.4,50,0.45
4/9/2021,214.8,0.12,12.5,12.4,49.9,0.47
4/9/2021,217.3,0.12,11.6,12.41,50.1,0.46
4/9/2021,226.1,0.11,11.8,12.41,49.9,0.47
4/9/2021,235.1,0.11,11.8,12.41,50,0.44
4/9/2021,232.9,0.12,12.3,12.42,49.9,0.45
4/9/2021,228.8,0.12,13.4,12.42,49.9,0.48
4/9/2021,219.6,0.12,11.9,12.43,50,0.47
4/9/2021,208.9,0.12,12.3,12.43,50,0.48
4/9/2021,220.3,0.12,11.8,12.43,50,0.47
4/9/2021,228.7,0.11,11.7,12.44,50,0.45
4/9/2021,213.9,0.12,12.8,12.44,50,0.51
4/9/2021,215.3,0.12,12.1,12.44,50,0.48
4/9/2021,224.9,0.12,12.5,12.45,50,0.48
4/9/2021,221.7,0.12,12.1,12.45,50.1,0.47
4/9/2021,216.7,0.12,12.2,12.45,50.1,0.48
4/9/2021,210,0.11,12,12.46,50,0.53
4/9/2021,220.1,0.11,12.2,12.46,50,0.49
4/9/2021,218,0.12,12.3,12.46,50,0.47
4/9/2021,219.2,0.12,12.3,12.47,50,0.48
4/9/2021,225.6,0.11,12.3,12.47,50,0.49
4/9/2021,222.5,0.12,12,12.47,49.9,0.47
4/9/2021,220.2,0.12,11.9,12.48,50,0.46
4/9/2021,222.8,0.12,12.6,12.48,50,0.47
4/9/2021,220.4,0.12,12,12.48,49.9,0.46
4/9/2021,211.5,0.12,12.6,12.49,50,0.49
4/9/2021,211,0.14,15.4,12.49,49.9,0.52
4/9/2021,219.8,0.14,15.3,12.49,50,0.51
4/9/2021,220.8,0.14,16.9,12.5,50,0.55
4/9/2021,222.6,0.13,16.7,12.5,50,0.57
4/9/2021,217.1,0.13,16.3,12.5,49.9,0.57
4/9/2021,217.3,0.14,16.7,12.51,49.8,0.55
4/9/2021,217.4,0.14,17.1,12.51,49.9,0.55
4/9/2021,217.1,0.14,16.7,12.51,49.9,0.55
4/9/2021,213.7,0.15,16.7,12.52,50,0.53
4/9/2021,216.2,0.14,16.6,12.52,49.9,0.56
4/9/2021,222.2,0.14,15.9,12.52,49.9,0.51
4/9/2021,224.8,0.13,16.4,12.53,49.9,0.55
4/9/2021,229.8,0.13,17.1,12.53,50,0.56
4/9/2021,221.3,0.15,16.2,12.53,49.9,0.5
4/9/2021,215.4,0.15,16.7,12.54,50,0.51
4/9/2021,218.4,0.14,17,12.54,50,0.56
4/9/2021,203,0.12,12.6,12.54,50,0.5
4/9/2021,203.7,0.13,12.5,12.55,50,0.48
4/9/2021,210.8,0.14,14.7,12.55,50,0.5
4/9/2021,222.2,0.12,12.4,12.55,50,0.48
4/9/2021,212.7,0.12,12.5,12.56,50,0.5
4/9/2021,211.7,0.12,12.5,12.56,50,0.5
4/9/2021,219.9,0.12,12.2,12.56,50.1,0.48
4/9/2021,225,0.11,12.8,12.57,50,0.51
4/9/2021,220,0.11,12.2,12.57,49.9,0.49
4/9/2021,215.1,0.12,12.6,12.57,50,0.5
4/9/2021,222,0.11,12.7,12.58,50,0.52
4/9/2021,223.2,0.11,12.4,12.58,50,0.51
4/9/2021,220,0.11,12.3,12.59,50,0.52
4/9/2021,219.1,0.11,12.5,12.59,50,0.54
4/9/2021,213.6,0.12,12.7,12.59,50,0.52
4/9/2021,215.9,0.11,12.8,12.6,50,0.56
4/9/2021,216.2,0.1,12.2,12.6,49.9,0.54
4/9/2021,217.1,0.11,12.6,12.6,50,0.54
4/9/2021,220.4,0.11,13.1,12.61,50,0.54
4/9/2021,222.9,0.12,13.2,12.61,50,0.51
4/9/2021,223.4,0.12,13,12.61,50,0.49
4/9/2021,223.9,0.12,13.6,12.62,49.9,0.51
4/9/2021,225.3,0.12,13.8,12.62,50,0.49
4/9/2021,224.8,0.12,12.3,12.62,49.9,0.48
4/9/2021,220.5,0.12,12.4,12.62,50,0.48
4/9/2021,228.8,0.12,12.3,12.63,50,0.47
4/9/2021,228.8,0.12,12.3,12.63,50,0.46
4/9/2021,221.4,0.12,12,12.63,49.9,0.46
4/9/2021,228.7,0.12,12,12.64,50,0.45
4/9/2021,224.9,0.12,12.2,12.64,49.9,0.46
4/9/2021,225,0.12,12.4,12.65,49.9,0.46
4/10/2021,227.1,0.12,12.1,12.65,50,0.44
4/10/2021,230,0.12,12.3,12.65,50,0.45
4/10/2021,227.7,0.12,12.1,12.66,50,0.45
4/10/2021,233.4,0.12,12.1,12.66,50,0.42
4/10/2021,229.9,0.12,12.1,12.66,50,0.45
4/10/2021,230.8,0.12,12.4,12.67,50,0.45
4/10/2021,232,0.12,12.4,12.67,49.9,0.44
4/10/2021,229,0.12,12.4,12.67,49.9,0.44
4/10/2021,227.7,0.13,13,12.68,49.9,0.44
4/10/2021,228.8,0.12,12,12.68,50,0.44
4/10/2021,229.3,0.13,13.2,12.68,50,0.46
4/10/2021,226.6,0.12,12.5,12.69,50,0.46
4/10/2021,234,0.12,12.6,12.69,50,0.45
4/10/2021,235.4,0.13,13.3,12.69,50,0.45
4/10/2021,229.9,0.12,12.4,12.7,50,0.44
4/10/2021,226.8,0.12,12.1,12.7,49.9,0.44
4/10/2021,226.5,0.14,14.1,12.7,50,0.46
4/10/2021,228.3,0.12,12.2,12.71,50,0.44
4/10/2021,229.3,0.12,12.4,12.71,50,0.44
4/10/2021,226.8,0.12,12.6,12.71,50.1,0.45
4/10/2021,227.8,0.13,12.7,12.72,50,0.45
4/10/2021,226.7,0.12,12.2,12.72,50,0.44
4/10/2021,225.8,0.13,13.2,12.72,50,0.46
4/10/2021,226.5,0.12,12.1,12.73,50,0.45
4/10/2021,218.7,0.15,16.2,12.73,50,0.5
4/10/2021,229.1,0.12,12.4,12.73,50,0.46
4/10/2021,228.7,0.12,12.3,12.74,50,0.44
4/10/2021,230.8,0.13,13.3,12.74,49.9,0.46
4/10/2021,223.7,0.12,12.1,12.74,50,0.46
4/10/2021,228.2,0.12,12.1,12.75,50,0.44
4/10/2021,219.9,0.12,12,12.75,50,0.44
4/10/2021,216.1,0.12,11.9,12.76,49.9,0.47
4/10/2021,204.8,0.13,13.6,12.76,50,0.51
4/10/2021,213.6,0.12,12.2,12.76,50,0.48
4/10/2021,217.2,0.12,12.5,12.77,50,0.46
4/10/2021,215.8,0.12,12.1,12.77,50,0.46
4/10/2021,199.1,0.13,12.5,12.77,50,0.49
4/10/2021,196.1,0.13,13.1,12.78,50,0.51
4/10/2021,186.4,0.13,12.9,12.78,50.1,0.52
4/10/2021,198.4,0.14,13.3,12.78,49.9,0.49
4/10/2021,217.1,0.12,12.4,12.79,50,0.46
4/10/2021,209.4,0.12,12.3,12.79,49.9,0.48
4/10/2021,214.5,0.12,12.1,12.79,50,0.47
